name,event_time,pickup_location,delivery_location,boxes,pickup_min_time,pickup_max_time,delivery_min_time,delivery_max_time,pickup_service_time,delivery_service_time
request_1,71,f3_1_1,truck_9,2,71,511,71,7532,1,1
request_2,0,f1_2_5,truck_1,2,0,431,0,7532,1,1
request_3,553,f6_2_5,truck_4,2,553,993,553,7532,1,1
request_4,91,f0_3_6,truck_7,2,91,531,91,7532,1,1
request_5,483,f5_1_7,truck_1,2,483,923,483,7532,1,1
request_6,655,f3_3_2,truck_4,2,655,1095,655,7532,1,1
request_7,715,f0_2_8,truck_0,2,715,1155,715,7532,1,1
request_8,947,f5_0_3,truck_6,2,947,1387,947,7532,1,1
request_9,1179,f0_1_8,truck_7,2,1179,1619,1179,7532,1,1
request_10,171,f4_1_6,truck_5,2,171,611,171,7532,1,1
request_11,1631,f0_3_4,truck_8,2,1631,2071,1631,7532,1,1
request_12,2053,f0_4_5,truck_3,2,2053,2493,2053,7532,1,1
request_13,723,f4_1_2,truck_6,2,723,1163,723,7532,1,1
request_14,181,f8_1_3,truck_5,2,181,621,181,7532,1,1
request_15,183,f1_1_1,truck_5,2,183,623,183,7532,1,1
request_16,505,f2_1_1,truck_4,2,505,945,505,7532,1,1
request_17,1067,f6_1_3,truck_8,2,1067,1507,1067,7532,1,1
request_18,51,f9_2_3,truck_9,2,51,491,51,7532,1,1
request_19,2725,f5_3_8,truck_4,2,2725,3165,2725,7532,1,1
request_20,1309,f3_4_8,truck_6,2,1309,1749,1309,7532,1,1
request_21,593,f9_3_8,truck_0,2,593,1033,593,7532,1,1
request_22,3147,f0_2_3,truck_7,2,3147,3587,3147,7532,1,1
request_23,673,f8_2_9,truck_6,2,673,1113,673,7532,1,1
request_24,827,f2_4_4,truck_9,2,827,1267,827,7532,1,1
request_25,1299,f1_2_2,truck_8,2,1299,1739,1299,7532,1,1
request_26,1571,f1_0_8,truck_2,2,1571,2011,1571,7532,1,1
request_27,1531,f3_0_4,truck_3,2,1531,1971,1531,7532,1,1
request_28,1055,f8_0_8,truck_6,2,1055,1495,1055,7532,1,1
request_29,1693,f1_4_0,truck_0,2,1693,2133,1693,7532,1,1
request_30,3489,f5_4_0,truck_4,2,3489,3929,3489,7532,1,1
request_31,2033,f6_1_9,truck_1,2,2033,2473,2033,7532,1,1
request_32,2435,f3_3_6,truck_1,2,2435,2875,2435,7532,1,1
request_33,3971,f5_2_3,truck_0,2,3971,4411,3971,7532,1,1
request_34,4213,f0_3_1,truck_7,2,4213,4653,4213,7532,1,1
request_35,4485,f0_2_9,truck_1,2,4485,4925,4485,7532,1,1
request_36,1855,f2_0_2,truck_2,2,1855,2295,1855,7532,1,1
request_37,2757,f6_4_0,truck_3,2,2757,3197,2757,7532,1,1
request_38,1105,f4_1_3,truck_8,2,1105,1545,1105,7532,1,1
request_39,3069,f3_0_7,truck_0,2,3069,3509,3069,7532,1,1
request_40,4917,f5_4_2,truck_4,2,4917,5357,4917,7532,1,1
request_41,1497,f4_2_6,truck_5,2,1497,1937,1497,7532,1,1
request_42,2107,f2_4_9,truck_8,2,2107,2547,2107,7532,1,1
request_43,1809,f7_4_7,truck_8,2,1809,2249,1809,7532,1,1
request_44,3521,f6_4_9,truck_8,2,3521,3961,3521,7532,1,1
request_45,2319,f2_2_2,truck_2,2,2319,2759,2319,7532,1,1
request_46,5619,f5_3_7,truck_4,2,5619,6059,5619,7532,1,1
request_47,6211,f5_1_2,truck_3,2,6211,6651,6211,7532,1,1
request_48,1377,f8_3_7,truck_8,2,1377,1817,1377,7532,1,1
request_49,2041,f7_1_4,truck_9,2,2041,2481,2041,7532,1,1
request_50,2531,f2_4_3,truck_1,2,2531,2971,2531,7532,1,1
