name,event_time,pickup_location,delivery_location,boxes,pickup_min_time,pickup_max_time,delivery_min_time,delivery_max_time,pickup_service_time,delivery_service_time
request_1,0,f2_1_3,truck_7,2,0,1201,0,7944,1,1
request_2,1,f9_3_1,truck_9,2,1,1051,0,7944,1,1
request_3,353,f1_1_3,truck_8,2,353,1703,353,7944,1,1
request_4,113,f7_0_2,truck_5,2,113,1463,113,7944,1,1
request_5,2,f0_4_2,truck_1,2,2,1121,0,7944,1,1
request_6,465,f2_2_3,truck_1,2,465,1815,465,7944,1,1
request_7,625,f9_4_9,truck_5,2,625,1975,625,7944,1,1
request_8,757,f2_0_4,truck_5,2,757,2107,757,7944,1,1
request_9,3,f6_2_0,truck_0,2,3,1213,0,7944,1,1
request_10,185,f4_2_9,truck_9,2,185,1535,185,7944,1,1
request_11,667,f4_2_6,truck_5,2,667,2017,667,7944,1,1
request_12,1229,f4_4_7,truck_7,2,1229,2579,1229,7944,1,1
request_13,907,f1_4_6,truck_2,2,907,2257,907,7944,1,1
request_14,1089,f8_1_5,truck_2,2,1089,2439,1089,7944,1,1
request_15,1551,f0_4_4,truck_0,2,1551,2901,1551,7944,1,1
request_16,1069,f2_1_7,truck_3,2,1069,2419,1069,7944,1,1
request_17,1753,f0_0_9,truck_2,2,1753,3103,1753,7944,1,1
request_18,1381,f2_3_3,truck_4,2,1381,2731,1381,7944,1,1
request_19,1965,f4_0_3,truck_3,2,1965,3315,1965,7944,1,1
request_20,1281,f9_0_1,truck_8,2,1281,2631,1281,7944,1,1
request_21,2107,f3_3_9,truck_8,2,2107,3457,2107,7944,1,1
request_22,1643,f1_0_6,truck_1,2,1643,2993,1643,7944,1,1
request_23,1593,f2_2_9,truck_3,2,1593,2943,1593,7944,1,1
request_24,2085,f9_4_5,truck_1,2,2085,3435,2085,7944,1,1
request_25,2709,f0_3_1,truck_6,2,2709,4059,2709,7944,1,1
request_26,3121,f6_1_0,truck_9,2,3121,4471,3121,7944,1,1
request_27,3363,f3_3_8,truck_2,2,3363,4713,3363,7944,1,1
request_28,3605,f6_3_0,truck_7,2,3605,4955,3605,7944,1,1
request_29,3777,f3_1_9,truck_3,2,3777,5127,3777,7944,1,1
request_30,4069,f6_4_5,truck_0,2,4069,5419,4069,7944,1,1
request_31,4511,f4_4_8,truck_7,2,4511,5861,4511,7944,1,1
request_32,4823,f6_2_4,truck_3,2,4823,6173,4823,7944,1,1
request_33,2347,f9_0_0,truck_1,2,2347,3697,2347,7944,1,1
request_34,1985,f5_4_0,truck_4,2,1985,3335,1985,7944,1,1
request_35,2619,f1_2_1,truck_2,2,2619,3969,2619,7944,1,1
request_36,5355,f0_3_2,truck_4,2,5355,6705,5355,7944,1,1
request_37,2821,f9_2_3,truck_4,2,2821,4171,2821,7944,1,1
request_38,5477,f4_4_4,truck_4,2,5477,6827,5477,7944,1,1
request_39,3203,f1_4_6,truck_5,2,3203,4553,3203,7944,1,1
request_40,3585,f9_2_3,truck_2,2,3585,4935,3585,7944,1,1
request_41,2427,f5_3_9,truck_0,2,2427,3777,2427,7944,1,1
request_42,2689,f7_1_4,truck_0,2,2689,4039,2689,7944,1,1
request_43,3778,f8_4_0,truck_1,2,3778,5127,3777,7944,1,1
request_44,3151,f2_4_2,truck_5,2,3151,4501,3151,7944,1,1
request_45,5609,f3_2_8,truck_3,2,5609,6959,5609,7944,1,1
request_46,3999,f8_3_9,truck_8,2,3999,5349,3999,7944,1,1
request_47,4411,f1_1_7,truck_5,2,4411,5761,4411,7944,1,1
request_48,3413,f7_3_2,truck_7,2,3413,4763,3413,7944,1,1
request_49,6101,f0_4_8,truck_9,2,6101,7451,6101,7944,1,1
request_50,6423,f6_4_5,truck_0,2,6423,7773,6423,7944,1,1
