name,event_time,pickup_location,delivery_location,boxes,pickup_min_time,pickup_max_time,delivery_min_time,delivery_max_time,pickup_service_time,delivery_service_time
request_1,0,f_8_10,truck_0,3,0,45,0,1888,1,1
request_2,13,f_8_9,truck_1,3,13,61,13,1888,1,1
request_3,41,f_1_7,truck_0,3,41,89,41,1888,1,1
request_4,67,f_1_10,truck_2,3,67,115,67,1888,1,1
request_5,81,f_7_10,truck_0,3,81,129,81,1888,1,1
request_6,93,f_6_14,truck_3,3,93,141,93,1888,1,1
request_7,113,f_6_5,truck_0,3,113,161,113,1888,1,1
request_8,135,f_3_7,truck_2,3,135,183,135,1888,1,1
request_9,153,f_5_13,truck_0,3,153,201,153,1888,1,1
request_10,173,f_5_13,truck_1,3,173,221,173,1888,1,1
request_11,191,f_5_10,truck_3,3,191,239,191,1888,1,1
request_12,219,f_2_4,truck_0,3,219,267,219,1888,1,1
request_13,245,f_4_7,truck_0,3,245,293,245,1888,1,1
request_14,265,f_4_2,truck_2,3,265,313,265,1888,1,1
request_15,285,f_6_12,truck_1,3,285,333,285,1888,1,1
request_16,295,f_8_15,truck_0,3,295,343,295,1888,1,1
request_17,309,f_8_9,truck_3,3,309,357,309,1888,1,1
request_18,331,f_5_5,truck_0,3,331,379,331,1888,1,1
request_19,359,f_4_8,truck_0,3,359,407,359,1888,1,1
request_20,377,f_3_2,truck_1,3,377,425,377,1888,1,1
request_21,401,f_1_4,truck_2,3,401,449,401,1888,1,1
request_22,429,f_1_3,truck_2,3,429,477,429,1888,1,1
request_23,449,f_4_11,truck_0,3,449,497,449,1888,1,1
request_24,475,f_3_8,truck_1,3,475,523,475,1888,1,1
request_25,493,f_4_0,truck_0,3,493,541,493,1888,1,1
request_26,501,f_8_2,truck_1,3,501,549,501,1888,1,1
request_27,519,f_5_3,truck_3,3,519,567,519,1888,1,1
request_28,535,f_5_7,truck_2,3,535,583,535,1888,1,1
request_29,559,f_2_14,truck_3,3,559,607,559,1888,1,1
request_30,591,f_1_3,truck_3,3,591,639,591,1888,1,1
request_31,611,f_3_9,truck_3,3,611,659,611,1888,1,1
request_32,639,f_2_1,truck_2,3,639,687,639,1888,1,1
request_33,659,f_5_1,truck_1,3,659,707,659,1888,1,1
request_34,669,f_8_15,truck_0,3,669,717,669,1888,1,1
request_35,685,f_6_6,truck_2,3,685,733,685,1888,1,1
request_36,705,f_2_7,truck_1,3,705,753,705,1888,1,1
request_37,713,f_8_2,truck_0,3,713,761,713,1888,1,1
request_38,725,f_7_5,truck_1,3,725,773,725,1888,1,1
request_39,741,f_6_14,truck_3,3,741,789,741,1888,1,1
request_40,757,f_8_4,truck_0,3,757,805,757,1888,1,1
request_41,771,f_7_1,truck_2,3,771,819,771,1888,1,1
request_42,781,f_7_5,truck_1,3,781,829,781,1888,1,1
request_43,807,f_3_13,truck_2,3,807,855,807,1888,1,1
request_44,819,f_8_13,truck_0,3,819,867,819,1888,1,1
request_45,829,f_8_11,truck_3,3,829,877,829,1888,1,1
request_46,855,f_2_4,truck_1,3,855,903,855,1888,1,1
request_47,873,f_7_0,truck_2,3,873,921,873,1888,1,1
request_48,891,f_6_11,truck_1,3,891,939,891,1888,1,1
request_49,915,f_4_11,truck_0,3,915,963,915,1888,1,1
request_50,933,f_5_3,truck_2,3,933,981,933,1888,1,1
request_51,953,f_4_14,truck_0,3,953,1001,953,1888,1,1
request_52,969,f_8_6,truck_0,3,969,1017,969,1888,1,1
request_53,983,f_5_0,truck_0,3,983,1031,983,1888,1,1
request_54,1001,f_7_10,truck_0,3,1001,1049,1001,1888,1,1
request_55,1021,f_3_13,truck_0,3,1021,1069,1021,1888,1,1
request_56,1033,f_8_1,truck_2,3,1033,1081,1033,1888,1,1
request_57,1047,f_8_3,truck_2,3,1047,1095,1047,1888,1,1
request_58,1063,f_4_11,truck_3,3,1063,1111,1063,1888,1,1
request_59,1081,f_5_8,truck_3,3,1081,1129,1081,1888,1,1
request_60,1099,f_8_5,truck_3,3,1099,1147,1099,1888,1,1
request_61,1113,f_6_12,truck_0,3,1113,1161,1113,1888,1,1
request_62,1133,f_4_14,truck_1,3,1133,1181,1133,1888,1,1
request_63,1165,f_2_12,truck_1,3,1165,1213,1165,1888,1,1
request_64,1185,f_3_9,truck_2,3,1185,1233,1185,1888,1,1
request_65,1195,f_6_9,truck_2,3,1195,1243,1195,1888,1,1
request_66,1221,f_2_5,truck_3,3,1221,1269,1221,1888,1,1
request_67,1237,f_8_4,truck_2,3,1237,1285,1237,1888,1,1
request_68,1259,f_3_2,truck_1,3,1259,1307,1259,1888,1,1
request_69,1263,f_8_4,truck_1,3,1263,1311,1263,1888,1,1
request_70,1281,f_3_7,truck_2,3,1281,1329,1281,1888,1,1
request_71,1293,f_8_10,truck_0,3,1293,1341,1293,1888,1,1
request_72,1313,f_6_10,truck_0,3,1313,1361,1313,1888,1,1
request_73,1329,f_5_0,truck_1,3,1329,1377,1329,1888,1,1
request_74,1343,f_5_2,truck_0,3,1343,1391,1343,1888,1,1
request_75,1359,f_6_3,truck_2,3,1359,1407,1359,1888,1,1
request_76,1377,f_5_11,truck_0,3,1377,1425,1377,1888,1,1
