name,event_time,pickup_location,delivery_location,boxes,pickup_min_time,pickup_max_time,delivery_min_time,delivery_max_time,pickup_service_time,delivery_service_time
request_1,36,f_46,truck_0,2,36,417,36,6205,1,1
request_2,172,f_37,truck_2,2,172,553,172,6205,1,1
request_3,244,f_13,truck_0,2,244,625,244,6205,1,1
request_4,276,f_86,truck_0,2,276,657,276,6205,1,1
request_5,433,f_0,truck_1,2,433,814,433,6205,1,1
request_6,564,f_50,truck_3,2,564,945,564,6205,1,1
request_7,639,f_89,truck_1,2,639,1020,639,6205,1,1
request_8,787,f_8,truck_1,2,787,1168,787,6205,1,1
request_9,984,f_55,truck_2,2,984,1365,984,6205,1,1
request_10,1083,f_61,truck_0,2,1083,1464,1083,6205,1,1
request_11,1210,f_4,truck_2,2,1210,1591,1210,6205,1,1
request_12,1346,f_37,truck_0,2,1346,1727,1346,6205,1,1
request_13,1417,f_70,truck_2,2,1417,1798,1417,6205,1,1
request_14,1575,f_45,truck_3,2,1575,1956,1575,6205,1,1
request_15,1690,f_72,truck_0,2,1690,2071,1690,6205,1,1
request_16,1786,f_15,truck_2,2,1786,2167,1786,6205,1,1
request_17,1904,f_23,truck_2,2,1904,2285,1904,6205,1,1
request_18,2040,f_11,truck_0,2,2040,2421,2040,6205,1,1
request_19,2149,f_50,truck_1,2,2149,2530,2149,6205,1,1
request_20,2318,f_92,truck_3,2,2318,2699,2318,6205,1,1
request_21,2444,f_59,truck_3,2,2444,2825,2444,6205,1,1
request_22,2571,f_77,truck_0,2,2571,2952,2571,6205,1,1
request_23,2710,f_38,truck_2,2,2710,3091,2710,6205,1,1
request_24,2775,f_74,truck_3,2,2775,3156,2775,6205,1,1
request_25,2903,f_10,truck_0,2,2903,3284,2903,6205,1,1
request_26,3020,f_29,truck_2,2,3020,3401,3020,6205,1,1
request_27,3106,f_67,truck_0,2,3106,3487,3106,6205,1,1
request_28,3207,f_72,truck_1,2,3207,3588,3207,6205,1,1
request_29,3282,f_42,truck_2,2,3282,3663,3282,6205,1,1
request_30,3422,f_8,truck_2,2,3422,3803,3422,6205,1,1
request_31,3545,f_26,truck_3,2,3545,3926,3545,6205,1,1
request_32,3655,f_20,truck_0,2,3655,4036,3655,6205,1,1
request_33,3756,f_28,truck_1,2,3756,4137,3756,6205,1,1
request_34,3893,f_80,truck_3,2,3893,4274,3893,6205,1,1
request_35,4037,f_19,truck_2,2,4037,4418,4037,6205,1,1
request_36,4088,f_88,truck_1,2,4088,4469,4088,6205,1,1
request_37,4238,f_87,truck_1,2,4238,4619,4238,6205,1,1
request_38,4439,f_5,truck_3,2,4439,4820,4439,6205,1,1
request_39,4528,f_37,truck_2,2,4528,4909,4528,6205,1,1
request_40,4654,f_49,truck_0,2,4654,5035,4654,6205,1,1
request_41,4764,f_2,truck_3,2,4764,5145,4764,6205,1,1
request_42,4875,f_42,truck_1,2,4875,5256,4875,6205,1,1
request_43,4909,f_90,truck_1,2,4909,5290,4909,6205,1,1
request_44,5081,f_11,truck_0,2,5081,5462,5081,6205,1,1
request_45,5182,f_59,truck_1,2,5182,5563,5182,6205,1,1
request_46,5356,f_12,truck_1,2,5356,5737,5356,6205,1,1
request_47,5465,f_57,truck_0,2,5465,5846,5465,6205,1,1
request_48,5567,f_89,truck_2,2,5567,5948,5567,6205,1,1
request_49,5659,f_20,truck_0,2,5659,6040,5659,6205,1,1
request_50,5795,f_0,truck_3,2,5795,6176,5795,6205,1,1
