name,event_time,pickup_location,delivery_location,boxes,pickup_min_time,pickup_max_time,delivery_min_time,delivery_max_time,pickup_service_time,delivery_service_time
request_1,146,f3_1_1,truck_1,2,146,596,146,14694,1,1
request_2,0,f1_2_5,truck_2,2,0,426,0,14694,1,1
request_3,258,f6_2_5,truck_2,2,258,708,258,14694,1,1
request_4,216,f0_3_6,truck_4,2,216,666,216,14694,1,1
request_5,598,f5_1_7,truck_5,2,598,1048,598,14694,1,1
request_6,438,f3_3_2,truck_2,2,438,888,438,14694,1,1
request_7,780,f0_2_8,truck_0,2,780,1230,780,14694,1,1
request_8,1162,f5_0_3,truck_4,2,1162,1612,1162,14694,1,1
request_9,1614,f0_1_8,truck_3,2,1614,2064,1614,14694,1,1
request_10,860,f4_1_6,truck_5,2,860,1310,860,14694,1,1
request_11,2206,f0_3_4,truck_9,2,2206,2656,2206,14694,1,1
request_12,2758,f0_4_5,truck_6,2,2758,3208,2758,14694,1,1
request_13,1562,f4_1_2,truck_5,2,1562,2012,1562,14694,1,1
request_14,1894,f8_1_3,truck_6,2,1894,2344,1894,14694,1,1
request_15,650,f1_1_1,truck_6,2,650,1100,650,14694,1,1
request_16,1022,f2_1_1,truck_0,2,1022,1472,1022,14694,1,1
request_17,1294,f6_1_3,truck_8,2,1294,1744,1294,14694,1,1
request_18,3110,f9_2_3,truck_7,2,3110,3560,3110,14694,1,1
request_19,3422,f5_3_8,truck_8,2,3422,3872,3422,14694,1,1
request_20,2286,f3_4_8,truck_7,2,2286,2736,2286,14694,1,1
request_21,3624,f9_3_8,truck_3,2,3624,4074,3624,14694,1,1
request_22,4106,f0_2_3,truck_3,2,4106,4556,4106,14694,1,1
request_23,2518,f8_2_9,truck_1,2,2518,2968,2518,14694,1,1
request_24,1716,f2_4_4,truck_6,2,1716,2166,1716,14694,1,1
request_25,2028,f1_2_2,truck_0,2,2028,2478,2028,14694,1,1
request_26,2090,f1_0_8,truck_0,2,2090,2540,2090,14694,1,1
request_27,2710,f3_0_4,truck_2,2,2710,3160,2710,14694,1,1
request_28,2982,f8_0_8,truck_1,2,2982,3432,2982,14694,1,1
request_29,2442,f1_4_0,truck_3,2,2442,2892,2442,14694,1,1
request_30,4298,f5_4_0,truck_0,2,4298,4748,4298,14694,1,1
request_31,2814,f6_1_9,truck_0,2,2814,3264,2814,14694,1,1
request_32,3244,f3_3_6,truck_1,2,3244,3694,3244,14694,1,1
request_33,4490,f5_2_3,truck_1,2,4490,4940,4490,14694,1,1
request_34,4892,f0_3_1,truck_3,2,4892,5342,4892,14694,1,1
request_35,5104,f0_2_9,truck_0,2,5104,5554,5104,14694,1,1
request_36,3226,f2_0_2,truck_8,2,3226,3676,3226,14694,1,1
request_37,3528,f6_4_0,truck_6,2,3528,3978,3528,14694,1,1
request_38,3626,f4_1_3,truck_1,2,3626,4076,3626,14694,1,1
request_39,3758,f3_0_7,truck_2,2,3758,4208,3758,14694,1,1
request_40,5336,f5_4_2,truck_3,2,5336,5786,5336,14694,1,1
request_41,3950,f4_2_6,truck_3,2,3950,4400,3950,14694,1,1
request_42,3750,f2_4_9,truck_1,2,3750,4200,3750,14694,1,1
request_43,5558,f7_4_7,truck_8,2,5558,6008,5558,14694,1,1
request_44,4022,f6_4_9,truck_9,2,4022,4472,4022,14694,1,1
request_45,4524,f2_2_2,truck_4,2,4524,4974,4524,14694,1,1
request_46,6050,f5_3_7,truck_4,2,6050,6500,6050,14694,1,1
request_47,6392,f5_1_2,truck_0,2,6392,6842,6392,14694,1,1
request_48,4232,f8_3_7,truck_1,2,4232,4682,4232,14694,1,1
request_49,6664,f7_1_4,truck_3,2,6664,7114,6664,14694,1,1
request_50,4766,f2_4_3,truck_2,2,4766,5216,4766,14694,1,1
request_51,6886,f9_4_0,truck_8,2,6886,7336,6886,14694,1,1
request_52,4918,f1_0_9,truck_1,2,4918,5368,4918,14694,1,1
request_53,4525,f4_0_9,truck_0,2,4525,4974,4524,14694,1,1
request_54,7118,f7_2_8,truck_9,2,7118,7568,7118,14694,1,1
request_55,5170,f1_2_5,truck_5,2,5170,5620,5170,14694,1,1
request_56,4996,f4_4_4,truck_1,2,4996,5446,4996,14694,1,1
request_57,7600,f0_1_9,truck_5,2,7600,8050,7600,14694,1,1
request_58,5372,f6_3_4,truck_0,2,5372,5822,5372,14694,1,1
request_59,7942,f7_3_2,truck_5,2,7942,8392,7942,14694,1,1
request_60,8244,f5_3_6,truck_9,2,8244,8694,8244,14694,1,1
request_61,5218,f8_3_7,truck_8,2,5218,5668,5218,14694,1,1
request_62,5600,f3_0_6,truck_6,2,5600,6050,5600,14694,1,1
request_63,5654,f6_4_7,truck_2,2,5654,6104,5654,14694,1,1
request_64,8716,f5_4_7,truck_3,2,8716,9166,8716,14694,1,1
request_65,9158,f5_3_9,truck_1,2,9158,9608,9158,14694,1,1
request_66,6052,f4_2_8,truck_7,2,6052,6502,6052,14694,1,1
request_67,6214,f8_1_9,truck_5,2,6214,6664,6214,14694,1,1
