name,event_time,pickup_location,delivery_location,boxes,pickup_min_time,pickup_max_time,delivery_min_time,delivery_max_time,pickup_service_time,delivery_service_time
request_1,0,f8_2_2,truck_6,3,0,1161,0,7894,1,1
request_2,1,f7_2_8,truck_8,3,1,1261,0,7894,1,1
request_3,2,f4_1_0,truck_2,3,2,1241,0,7894,1,1
request_4,3,f2_2_9,truck_7,3,3,1211,0,7894,1,1
request_5,71,f5_0_5,truck_1,3,71,1421,71,7894,1,1
request_6,173,f4_0_2,truck_2,3,173,1523,173,7894,1,1
request_7,143,f7_4_1,truck_7,3,143,1493,143,7894,1,1
request_8,4,f3_0_1,truck_3,3,4,1181,0,7894,1,1
request_9,445,f4_3_8,truck_8,3,445,1795,445,7894,1,1
request_10,233,f5_4_1,truck_1,3,233,1583,233,7894,1,1
request_11,5,f9_0_4,truck_1,3,5,1321,0,7894,1,1
request_12,535,f5_0_2,truck_6,3,535,1885,535,7894,1,1
request_13,263,f2_4_0,truck_0,3,263,1613,263,7894,1,1
request_14,305,f7_2_7,truck_5,3,305,1655,305,7894,1,1
request_15,6,f6_0_9,truck_9,3,6,1351,1,7894,1,1
request_16,625,f2_2_5,truck_5,3,625,1975,625,7894,1,1
request_17,313,f9_0_4,truck_6,3,313,1663,313,7894,1,1
request_18,785,f9_4_1,truck_0,3,785,2135,785,7894,1,1
request_19,33,f8_0_5,truck_6,3,33,1383,33,7894,1,1
request_20,1177,f9_0_1,truck_6,3,1177,2527,1177,7894,1,1
request_21,183,f3_0_5,truck_5,3,183,1533,183,7894,1,1
request_22,577,f7_1_4,truck_3,3,577,1927,577,7894,1,1
request_23,255,f8_4_9,truck_3,3,255,1605,255,7894,1,1
request_24,483,f6_4_1,truck_9,3,483,1833,483,7894,1,1
request_25,857,f4_3_6,truck_0,3,857,2207,857,7894,1,1
request_26,7,f1_0_0,truck_0,3,7,1121,0,7894,1,1
request_27,1219,f4_1_7,truck_9,3,1219,2569,1219,7894,1,1
request_28,835,f6_0_5,truck_1,3,835,2185,835,7894,1,1
request_29,1519,f9_0_6,truck_1,3,1519,2869,1519,7894,1,1
request_30,1851,f9_3_3,truck_2,3,1851,3201,1851,7894,1,1
request_31,1511,f4_3_8,truck_8,3,1511,2861,1511,7894,1,1
request_32,447,f8_3_2,truck_9,3,447,1797,447,7894,1,1
request_33,1107,f2_3_0,truck_0,3,1107,2457,1107,7894,1,1
request_34,749,f8_0_2,truck_4,3,749,2099,749,7894,1,1
request_35,797,f5_2_4,truck_1,3,797,2147,797,7894,1,1
request_36,2003,f0_0_7,truck_2,3,2003,3353,2003,7894,1,1
request_37,929,f7_0_9,truck_2,3,929,2279,929,7894,1,1
request_38,655,f3_4_9,truck_6,3,655,2005,655,7894,1,1
request_39,941,f8_1_2,truck_3,3,941,2291,941,7894,1,1
request_40,977,f6_3_4,truck_1,3,977,2327,977,7894,1,1
request_41,2485,f0_0_0,truck_5,3,2485,3835,2485,7894,1,1
request_42,3067,f4_4_6,truck_0,3,3067,4417,3067,7894,1,1
request_43,1143,f8_3_3,truck_1,3,1143,2493,1143,7894,1,1
request_44,1589,f2_2_1,truck_9,3,1589,2939,1589,7894,1,1
request_45,1057,f3_1_2,truck_1,3,1057,2407,1057,7894,1,1
request_46,1385,f8_3_5,truck_3,3,1385,2735,1385,7894,1,1
request_47,73,f1_4_5,truck_7,3,73,1423,73,7894,1,1
request_48,1139,f5_3_3,truck_8,3,1139,2489,1139,7894,1,1
request_49,2071,f2_1_9,truck_9,3,2071,3421,2071,7894,1,1
request_50,2183,f9_3_3,truck_1,3,2183,3533,2183,7894,1,1
request_51,1607,f8_0_1,truck_6,3,1607,2957,1607,7894,1,1
request_52,3509,f4_2_3,truck_9,3,3509,4859,3509,7894,1,1
request_53,4011,f0_4_0,truck_0,3,4011,5361,4011,7894,1,1
request_54,1499,f3_1_0,truck_6,3,1499,2849,1499,7894,1,1
request_55,1661,f5_0_3,truck_8,3,1661,3011,1661,7894,1,1
request_56,2486,f9_1_6,truck_3,3,2486,3835,2485,7894,1,1
request_57,475,f1_0_4,truck_2,3,475,1825,475,7894,1,1
request_58,1953,f5_2_5,truck_5,3,1953,3303,1953,7894,1,1
request_59,1211,f7_0_3,truck_4,3,1211,2561,1211,7894,1,1
request_60,2165,f5_2_3,truck_1,3,2165,3515,2165,7894,1,1
request_61,1879,f8_0_7,truck_4,3,1879,3229,1879,7894,1,1
request_62,2497,f5_2_0,truck_4,3,2497,3847,2497,7894,1,1
request_63,2837,f9_3_1,truck_5,3,2837,4187,2837,7894,1,1
