name,event_time,pickup_location,delivery_location,boxes,pickup_min_time,pickup_max_time,delivery_min_time,delivery_max_time,pickup_service_time,delivery_service_time
request_1,96,f8_2_2,truck_6,2,96,546,96,6030,1,1
request_2,0,f7_2_8,truck_8,2,0,436,0,6030,1,1
request_3,1,f4_1_0,truck_2,2,1,416,0,6030,1,1
request_4,36,f2_2_9,truck_7,2,36,486,36,6030,1,1
request_5,97,f5_0_5,truck_1,2,97,546,96,6030,1,1
request_6,248,f4_0_2,truck_2,2,248,698,248,6030,1,1
request_7,218,f7_4_1,truck_7,2,218,668,218,6030,1,1
request_8,2,f3_0_1,truck_3,2,2,426,0,6030,1,1
request_9,520,f4_3_8,truck_8,2,520,970,520,6030,1,1
request_10,258,f5_4_1,truck_1,2,258,708,258,6030,1,1
request_11,196,f9_0_4,truck_1,2,196,646,196,6030,1,1
request_12,560,f5_0_2,truck_6,2,560,1010,560,6030,1,1
request_13,438,f2_4_0,truck_0,2,438,888,438,6030,1,1
request_14,380,f7_2_7,truck_5,2,380,830,380,6030,1,1
request_15,126,f6_0_9,truck_9,2,126,576,126,6030,1,1
request_16,800,f2_2_5,truck_5,2,800,1250,800,6030,1,1
request_17,538,f9_0_4,truck_6,2,538,988,538,6030,1,1
request_18,1010,f9_4_1,truck_0,2,1010,1460,1010,6030,1,1
request_19,318,f8_0_5,truck_6,2,318,768,318,6030,1,1
request_20,1402,f9_0_1,truck_6,2,1402,1852,1402,6030,1,1
request_21,328,f3_0_5,truck_5,2,328,778,328,6030,1,1
request_22,652,f7_1_4,truck_3,2,652,1102,652,6030,1,1
request_23,540,f8_4_9,truck_3,2,540,990,540,6030,1,1
request_24,608,f6_4_1,truck_9,2,608,1058,608,6030,1,1
request_25,932,f4_3_6,truck_0,2,932,1382,932,6030,1,1
request_26,46,f1_0_0,truck_0,2,46,496,46,6030,1,1
request_27,1294,f4_1_7,truck_9,2,1294,1744,1294,6030,1,1
request_28,960,f6_0_5,truck_1,2,960,1410,960,6030,1,1
request_29,1744,f9_0_6,truck_1,2,1744,2194,1744,6030,1,1
request_30,2076,f9_3_3,truck_2,2,2076,2526,2076,6030,1,1
request_31,1586,f4_3_8,truck_8,2,1586,2036,1586,6030,1,1
request_32,732,f8_3_2,truck_9,2,732,1182,732,6030,1,1
request_33,1282,f2_3_0,truck_0,2,1282,1732,1282,6030,1,1
request_34,1034,f8_0_2,truck_4,2,1034,1484,1034,6030,1,1
request_35,822,f5_2_4,truck_1,2,822,1272,822,6030,1,1
request_36,1044,f0_0_7,truck_2,2,1044,1494,1044,6030,1,1
request_37,1346,f7_0_9,truck_2,2,1346,1796,1346,6030,1,1
request_38,801,f3_4_9,truck_6,2,801,1250,800,6030,1,1
request_39,1226,f8_1_2,truck_3,2,1226,1676,1226,6030,1,1
