name,event_time,pickup_location,delivery_location,boxes,pickup_min_time,pickup_max_time,delivery_min_time,delivery_max_time,pickup_service_time,delivery_service_time
request_1,0,f2_1_8,truck_6,2,0,436,0,3838,1,1
request_2,226,f5_2_2,truck_9,2,226,676,226,3838,1,1
request_3,26,f3_3_4,truck_8,2,26,476,26,3838,1,1
request_4,126,f6_0_1,truck_9,2,126,576,126,3838,1,1
request_5,498,f6_1_2,truck_6,2,498,948,498,3838,1,1
request_6,16,f0_3_2,truck_1,2,16,466,16,3838,1,1
request_7,478,f0_0_6,truck_8,2,478,928,478,3838,1,1
request_8,127,f8_1_8,truck_9,2,127,576,126,3838,1,1
request_9,358,f2_2_9,truck_9,2,358,808,358,3838,1,1
request_10,820,f2_1_7,truck_5,2,820,1270,820,3838,1,1
request_11,176,f9_4_7,truck_7,2,176,626,176,3838,1,1
request_12,206,f4_3_5,truck_2,2,206,656,206,3838,1,1
request_13,278,f8_1_8,truck_8,2,278,728,278,3838,1,1
request_14,628,f4_3_8,truck_5,2,628,1078,628,3838,1,1
request_15,730,f6_1_9,truck_2,2,730,1180,730,3838,1,1
request_16,1,f1_2_5,truck_0,2,1,386,0,3838,1,1
request_17,1062,f6_1_7,truck_8,2,1062,1512,1062,3838,1,1
request_18,470,f8_3_4,truck_9,2,470,920,470,3838,1,1
request_19,608,f5_1_1,truck_0,2,608,1058,608,3838,1,1
request_20,821,f7_2_0,truck_8,2,821,1270,820,3838,1,1
request_21,1454,f6_3_5,truck_4,2,1454,1904,1454,3838,1,1
request_22,1302,f0_3_2,truck_1,2,1302,1752,1302,3838,1,1
request_23,1574,f7_2_9,truck_2,2,1574,2024,1574,3838,1,1
request_24,830,f5_4_5,truck_7,2,830,1280,830,3838,1,1
request_25,508,f3_0_0,truck_8,2,508,958,508,3838,1,1
request_26,1836,f0_1_5,truck_0,2,1836,2286,1836,3838,1,1
request_27,782,f8_3_2,truck_6,2,782,1232,782,3838,1,1
request_28,1190,f4_3_6,truck_0,2,1190,1640,1190,3838,1,1
request_29,2058,f7_0_9,truck_7,2,2058,2508,2058,3838,1,1
request_30,1004,f8_3_9,truck_3,2,1004,1454,1004,3838,1,1
request_31,2250,f7_0_7,truck_8,2,2250,2700,2250,3838,1,1
request_32,479,f9_1_0,truck_9,2,479,928,478,3838,1,1
request_33,920,f3_4_7,truck_5,2,920,1370,920,3838,1,1
request_34,1256,f8_0_0,truck_9,2,1256,1706,1256,3838,1,1
request_35,1562,f4_2_2,truck_3,2,1562,2012,1562,3838,1,1
request_36,800,f9_1_7,truck_0,2,800,1250,800,3838,1,1
request_37,1478,f8_3_9,truck_5,2,1478,1928,1478,3838,1,1
request_38,2542,f0_4_8,truck_0,2,2542,2992,2542,3838,1,1
request_39,48,f1_1_7,truck_1,2,48,498,48,3838,1,1
request_40,1162,f2_0_8,truck_4,2,1162,1612,1162,3838,1,1
request_41,1252,f9_3_2,truck_6,2,1252,1702,1252,3838,1,1
request_42,1744,f4_1_8,truck_1,2,1744,2194,1744,3838,1,1
request_43,1756,f6_1_3,truck_0,2,1756,2206,1756,3838,1,1
request_44,1472,f3_0_0,truck_8,2,1472,1922,1472,3838,1,1
request_45,1282,f5_0_3,truck_3,2,1282,1732,1282,3838,1,1
request_46,1884,f3_4_2,truck_9,2,1884,2334,1884,3838,1,1
request_47,2276,f3_2_5,truck_8,2,2276,2726,2276,3838,1,1
request_48,1664,f5_4_2,truck_3,2,1664,2114,1664,3838,1,1
request_49,2096,f5_4_2,truck_4,2,2096,2546,2096,3838,1,1
request_50,1684,f9_0_2,truck_5,2,1684,2134,1684,3838,1,1
