name,event_time,pickup_location,delivery_location,boxes,pickup_min_time,pickup_max_time,delivery_min_time,delivery_max_time,pickup_service_time,delivery_service_time
request_1,38,f_23,truck_2,2,38,164,38,6298,1,1
request_2,166,f_54,truck_3,2,166,292,166,6298,1,1
request_3,342,f_36,truck_3,2,342,468,342,6298,1,1
request_4,526,f_60,truck_3,2,526,652,526,6298,1,1
request_5,622,f_62,truck_2,2,622,748,622,6298,1,1
request_6,743,f_6,truck_0,2,743,869,743,6298,1,1
request_7,922,f_1,truck_3,2,922,1048,922,6298,1,1
request_8,1104,f_83,truck_3,2,1104,1230,1104,6298,1,1
request_9,1210,f_25,truck_3,2,1210,1336,1210,6298,1,1
request_10,1281,f_23,truck_2,2,1281,1407,1281,6298,1,1
request_11,1327,f_99,truck_2,2,1327,1453,1327,6298,1,1
request_12,1434,f_47,truck_0,2,1434,1560,1434,6298,1,1
request_13,1579,f_83,truck_3,2,1579,1705,1579,6298,1,1
request_14,1716,f_47,truck_2,2,1716,1842,1716,6298,1,1
request_15,1841,f_63,truck_1,2,1841,1967,1841,6298,1,1
request_16,1972,f_15,truck_0,2,1972,2098,1972,6298,1,1
request_17,2082,f_63,truck_3,2,2082,2208,2082,6298,1,1
request_18,2314,f_86,truck_3,2,2314,2440,2314,6298,1,1
request_19,2428,f_52,truck_0,2,2428,2554,2428,6298,1,1
request_20,2538,f_74,truck_3,2,2538,2664,2538,6298,1,1
request_21,2685,f_67,truck_1,2,2685,2811,2685,6298,1,1
request_22,2842,f_6,truck_0,2,2842,2968,2842,6298,1,1
request_23,2943,f_75,truck_1,2,2943,3069,2943,6298,1,1
request_24,3034,f_59,truck_3,2,3034,3160,3034,6298,1,1
request_25,3148,f_30,truck_3,2,3148,3274,3148,6298,1,1
request_26,3262,f_3,truck_0,2,3262,3388,3262,6298,1,1
request_27,3338,f_86,truck_2,2,3338,3464,3338,6298,1,1
request_28,3445,f_47,truck_0,2,3445,3571,3445,6298,1,1
request_29,3579,f_71,truck_2,2,3579,3705,3579,6298,1,1
request_30,3703,f_87,truck_1,2,3703,3829,3703,6298,1,1
request_31,3795,f_71,truck_3,2,3795,3921,3795,6298,1,1
request_32,4001,f_92,truck_3,2,4001,4127,4001,6298,1,1
request_33,4080,f_39,truck_2,2,4080,4206,4080,6298,1,1
request_34,4176,f_80,truck_3,2,4176,4302,4176,6298,1,1
request_35,4292,f_44,truck_1,2,4292,4418,4292,6298,1,1
request_36,4395,f_93,truck_0,2,4395,4521,4395,6298,1,1
request_37,4520,f_87,truck_2,2,4520,4646,4520,6298,1,1
request_38,4662,f_9,truck_0,2,4662,4788,4662,6298,1,1
request_39,4698,f_13,truck_0,2,4698,4824,4698,6298,1,1
request_40,4839,f_21,truck_1,2,4839,4965,4839,6298,1,1
request_41,4932,f_96,truck_2,2,4932,5058,4932,6298,1,1
request_42,5034,f_43,truck_0,2,5034,5160,5034,6298,1,1
request_43,5114,f_62,truck_0,2,5114,5240,5114,6298,1,1
request_44,5261,f_30,truck_3,2,5261,5387,5261,6298,1,1
request_45,5392,f_50,truck_1,2,5392,5518,5392,6298,1,1
request_46,5490,f_38,truck_3,2,5490,5616,5490,6298,1,1
request_47,5632,f_35,truck_3,2,5632,5758,5632,6298,1,1
request_48,5740,f_58,truck_1,2,5740,5866,5740,6298,1,1
request_49,5890,f_58,truck_1,2,5890,6016,5890,6298,1,1
request_50,5957,f_90,truck_2,2,5957,6083,5957,6298,1,1
